"","EPCI","jurid1","nb_etab","non_annexe","eff_EQTP","rem_brut","dep_epci","nom_complet"
"2336",200066835,"2-COOPERATIVES",13,"s","s","s","51","CC de Sézanne-Sud Ouest Marnais"
"2337",200066835,"3-MUTUELLES",1,"s","s","s","51","CC de Sézanne-Sud Ouest Marnais"
"2338",200066835,"4-ESS",73,"467","417.92","11893904","51","CC de Sézanne-Sud Ouest Marnais"
"2339",200066835,"5-HORS ESS",789,"4016","3764.7","125519310","51","CC de Sézanne-Sud Ouest Marnais"
"2340",200066835,"5A-PUBLIC",123,"979","871.41","26408466","51","CC de Sézanne-Sud Ouest Marnais"
"2341",200066835,"5B-PRIVE",666,"3037","2893.29","99110844","51","CC de Sézanne-Sud Ouest Marnais"
"2342",200066835,"6-TOTAL",862,"4483","4182.62","137413214","51","CC de Sézanne-Sud Ouest Marnais"
"2343",200066850,"1-ASSO+FOND",50,"310","255.98","6452640","51","CC des Paysages de la Champagne"
"2344",200066850,"1A-ASSOCIATIONS",50,"310","255.98","6452640","51","CC des Paysages de la Champagne"
"2345",200066850,"2-COOPERATIVES",46,"136","141.68","5562867","51","CC des Paysages de la Champagne"
"2346",200066850,"4-ESS",96,"446","397.66","12015507","51","CC des Paysages de la Champagne"
"2347",200066850,"5-HORS ESS",1367,"4169","3732.44","107961562","51","CC des Paysages de la Champagne"
"2348",200066850,"5A-PUBLIC",107,"532","461.82","12995859","51","CC des Paysages de la Champagne"
"2349",200066850,"5B-PRIVE",1260,"3637","3270.62","94965703","51","CC des Paysages de la Champagne"
"2350",200066850,"6-TOTAL",1463,"4615","4130.1","119977069","51","CC des Paysages de la Champagne"
"2351",200066868,"1-ASSO+FOND",56,"353","331.12","8728547","29","CC Presqu'île de Crozon-Aulne maritime"
"2352",200066868,"1A-ASSOCIATIONS",56,"353","331.12","8728547","29","CC Presqu'île de Crozon-Aulne maritime"
"2353",200066868,"2-COOPERATIVES",12,"36","35.29","1467760","29","CC Presqu'île de Crozon-Aulne maritime"
"2354",200066868,"4-ESS",68,"389","366.41","10196307","29","CC Presqu'île de Crozon-Aulne maritime"
"2355",200066868,"5-HORS ESS",667,"4010","3990.09","122648274","29","CC Presqu'île de Crozon-Aulne maritime"
"2356",200066868,"5A-PUBLIC",45,"947","864.78","24149432","29","CC Presqu'île de Crozon-Aulne maritime"
"2357",200066868,"5B-PRIVE",622,"3063","3125.31","98498842","29","CC Presqu'île de Crozon-Aulne maritime"
"2358",200066868,"6-TOTAL",735,"4399","4356.5","132844581","29","CC Presqu'île de Crozon-Aulne maritime"
"2359",200066884,"1-ASSO+FOND",49,"628","532.85","12329763","82","CC Quercy Vert-Aveyron"
"2360",200066884,"1A-ASSOCIATIONS",49,"628","532.85","12329763","82","CC Quercy Vert-Aveyron"
"2361",200066884,"2-COOPERATIVES",10,"45","44.38","2111116","82","CC Quercy Vert-Aveyron"
"2362",200066884,"4-ESS",59,"673","577.23","14440879","82","CC Quercy Vert-Aveyron"
"2363",200066884,"5-HORS ESS",439,"2418","2212.01","59701966","82","CC Quercy Vert-Aveyron"
"2364",200066884,"5A-PUBLIC",39,"986","876.04","22743590","82","CC Quercy Vert-Aveyron"
"2365",200066884,"5B-PRIVE",400,"1432","1335.97","36958376","82","CC Quercy Vert-Aveyron"
"2366",200066884,"6-TOTAL",498,"3091","2789.24","74142845","82","CC Quercy Vert-Aveyron"
"2367",200066892,"1-ASSO+FOND",18,"156","140.42","3628467","10","CC de Vendeuvre-Soulaines"
"2368",200066892,"1A-ASSOCIATIONS",18,"156","140.42","3628467","10","CC de Vendeuvre-Soulaines"
"2369",200066892,"2-COOPERATIVES",7,"21","22.28","875800","10","CC de Vendeuvre-Soulaines"
"2370",200066892,"4-ESS",25,"177","162.7","4504267","10","CC de Vendeuvre-Soulaines"
"2371",200066892,"5-HORS ESS",290,"1415","1474.91","46474445","10","CC de Vendeuvre-Soulaines"
"2372",200066892,"5A-PUBLIC",62,"298","282.58","10554452","10","CC de Vendeuvre-Soulaines"
"2373",200066892,"5B-PRIVE",228,"1117","1192.33","35919993","10","CC de Vendeuvre-Soulaines"
"2374",200066892,"6-TOTAL",315,"1592","1637.61","50978712","10","CC de Vendeuvre-Soulaines"
"2375",200066975,"1-ASSO+FOND",79,"592","481.43","16892693","60","CC Senlis Sud Oise"
"2376",200066975,"1A-ASSOCIATIONS",77,"s","s","s","60","CC Senlis Sud Oise"
"2377",200066975,"1B-FONDATIONS",2,"s","s","s","60","CC Senlis Sud Oise"
"2378",200066975,"2-COOPERATIVES",6,"174","173.51","7793220","60","CC Senlis Sud Oise"
"2379",200066975,"4-ESS",85,"766","654.94","24685913","60","CC Senlis Sud Oise"
"2380",200066975,"5-HORS ESS",869,"9173","8653.95","334504139","60","CC Senlis Sud Oise"
"2381",200066975,"5A-PUBLIC",62,"1886","1803.24","61148821","60","CC Senlis Sud Oise"
"2382",200066975,"5B-PRIVE",807,"7287","6850.71","273355318","60","CC Senlis Sud Oise"
"2383",200066975,"6-TOTAL",954,"9939","9308.89","359190052","60","CC Senlis Sud Oise"
"2384",200067023,"1-ASSO+FOND",170,"1350","1213.18","32571913","50","CC Coutances Mer et Bocage"
"2385",200067023,"1A-ASSOCIATIONS",166,"1303","1183.12","31600013","50","CC Coutances Mer et Bocage"
"2386",200067023,"1B-FONDATIONS",4,"47","30.06","971900","50","CC Coutances Mer et Bocage"
"2387",200067023,"2-COOPERATIVES",23,"143","140.14","5204839","50","CC Coutances Mer et Bocage"
"2388",200067023,"4-ESS",193,"1493","1353.32","37776752","50","CC Coutances Mer et Bocage"
"2389",200067023,"5-HORS ESS",1595,"9910","9294.61","274803230","50","CC Coutances Mer et Bocage"
"2390",200067023,"5A-PUBLIC",157,"2928","2659.89","82454112","50","CC Coutances Mer et Bocage"
"2391",200067023,"5B-PRIVE",1438,"6982","6634.72","192349118","50","CC Coutances Mer et Bocage"
"2392",200067023,"6-TOTAL",1788,"11403","10647.93","312579982","50","CC Coutances Mer et Bocage"
"2393",200067031,"1-ASSO+FOND",42,"213","179.53","4490263","50","CC Côte Ouest Centre Manche"
"2394",200067031,"1A-ASSOCIATIONS",38,"193","166.72","4101657","50","CC Côte Ouest Centre Manche"
"2395",200067031,"1B-FONDATIONS",4,"20","12.81","388606","50","CC Côte Ouest Centre Manche"
"2396",200067031,"2-COOPERATIVES",17,"299","265.89","9430382","50","CC Côte Ouest Centre Manche"
"2397",200067031,"4-ESS",59,"512","445.42","13920645","50","CC Côte Ouest Centre Manche"
"2398",200067031,"5-HORS ESS",745,"4844","4511.74","129738384","50","CC Côte Ouest Centre Manche"
"2399",200067031,"5A-PUBLIC",66,"835","765.81","20826124","50","CC Côte Ouest Centre Manche"
"2400",200067031,"5B-PRIVE",679,"4009","3745.93","108912260","50","CC Côte Ouest Centre Manche"
"2401",200067031,"6-TOTAL",804,"5356","4957.16","143659029","50","CC Côte Ouest Centre Manche"
"2402",200067049,"1-ASSO+FOND",16,"165","157.16","4033056","2A","CC Spelunca-Liamone"
"2403",200067049,"1A-ASSOCIATIONS",16,"165","157.16","4033056","2A","CC Spelunca-Liamone"
"2404",200067049,"2-COOPERATIVES",2,"s","s","s","2A","CC Spelunca-Liamone"
"2405",200067049,"3-MUTUELLES",1,"s","s","s","2A","CC Spelunca-Liamone"
"2406",200067049,"4-ESS",19,"194","183.3","5138845","2A","CC Spelunca-Liamone"
"2407",200067049,"5-HORS ESS",524,"966","1469.5","39363297","2A","CC Spelunca-Liamone"
"2408",200067049,"5A-PUBLIC",53,"249","242.45","6760730","2A","CC Spelunca-Liamone"
"2409",200067049,"5B-PRIVE",471,"717","1227.05","32602567","2A","CC Spelunca-Liamone"
"2410",200067049,"6-TOTAL",543,"1160","1652.8","44502142","2A","CC Spelunca-Liamone"
"2411",200067064,"1-ASSO+FOND",43,"388","327.93","8421239","12","CC Decazeville Communauté"
"2412",200067064,"1A-ASSOCIATIONS",43,"388","327.93","8421239","12","CC Decazeville Communauté"
"2413",200067064,"2-COOPERATIVES",7,"36","34.07","1745848","12","CC Decazeville Communauté"
"2414",200067064,"3-MUTUELLES",7,"54","47.58","1583661","12","CC Decazeville Communauté"
"2415",200067064,"4-ESS",57,"478","409.58","11750748","12","CC Decazeville Communauté"
"2416",200067064,"5-HORS ESS",511,"4510","4200.84","129402847","12","CC Decazeville Communauté"
"2417",200067064,"5A-PUBLIC",72,"1488","1381.14","45036289","12","CC Decazeville Communauté"
"2418",200067064,"5B-PRIVE",439,"3022","2819.7","84366558","12","CC Decazeville Communauté"
"2419",200067064,"6-TOTAL",568,"4988","4610.42","141153595","12","CC Decazeville Communauté"
"2420",200067072,"1-ASSO+FOND",99,"1975","1829.14","52074810","29","CC Haut-Léon Communauté"
"2421",200067072,"1A-ASSOCIATIONS",96,"1267","1196.95","31708391","29","CC Haut-Léon Communauté"
"2422",200067072,"1B-FONDATIONS",3,"708","632.19","20366419","29","CC Haut-Léon Communauté"
"2423",200067072,"2-COOPERATIVES",23,"238","236.73","9159394","29","CC Haut-Léon Communauté"
"2424",200067072,"4-ESS",122,"2213","2065.87","61234204","29","CC Haut-Léon Communauté"
"2425",200067072,"5-HORS ESS",1134,"8069","8208.8","252565827","29","CC Haut-Léon Communauté"
"2426",200067072,"5A-PUBLIC",47,"1005","949.6","27486707","29","CC Haut-Léon Communauté"
"2427",200067072,"5B-PRIVE",1087,"7064","7259.2","225079120","29","CC Haut-Léon Communauté"
"2428",200067072,"6-TOTAL",1256,"10282","10274.67","313800031","29","CC Haut-Léon Communauté"
"2429",200067080,"1-ASSO+FOND",38,"353","278.21","7591813","89","CC Chablis Villages et Terroirs"
"2430",200067080,"1A-ASSOCIATIONS",38,"353","278.21","7591813","89","CC Chablis Villages et Terroirs"
"2431",200067080,"2-COOPERATIVES",11,"131","128.07","5676751","89","CC Chablis Villages et Terroirs"
"2432",200067080,"3-MUTUELLES",3,"81","68.33","1731712","89","CC Chablis Villages et Terroirs"
"2433",200067080,"4-ESS",52,"565","474.61","15000276","89","CC Chablis Villages et Terroirs"
"2434",200067080,"5-HORS ESS",725,"3498","3160.18","91429812","89","CC Chablis Villages et Terroirs"
"2435",200067080,"5A-PUBLIC",74,"521","472.28","13412301","89","CC Chablis Villages et Terroirs"
"2436",200067080,"5B-PRIVE",651,"2977","2687.9","78017511","89","CC Chablis Villages et Terroirs"
"2437",200067080,"6-TOTAL",777,"4063","3634.79","106430088","89","CC Chablis Villages et Terroirs"
"2438",200067122,"1-ASSO+FOND",20,"60","62.08","1456662","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2439",200067122,"1A-ASSOCIATIONS",20,"60","62.08","1456662","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2440",200067122,"2-COOPERATIVES",6,"s","s","s","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2441",200067122,"3-MUTUELLES",1,"s","s","s","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2442",200067122,"4-ESS",27,"161","140.56","3292278","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2443",200067122,"5-HORS ESS",265,"1065","1084.56","30977448","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2444",200067122,"5A-PUBLIC",30,"332","301.18","8369716","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2445",200067122,"5B-PRIVE",235,"733","783.38","22607732","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2446",200067122,"6-TOTAL",292,"1226","1225.12","34269726","82","CC Coteaux et Plaines du Pays Lafrançaisain"
"2447",200067130,"1-ASSO+FOND",112,"550","512.35","13050854","89","CC de Puisaye-Forterre"
"2448",200067130,"1A-ASSOCIATIONS",112,"550","512.35","13050854","89","CC de Puisaye-Forterre"
"2449",200067130,"2-COOPERATIVES",25,"55","58.06","2375978","89","CC de Puisaye-Forterre"
"2450",200067130,"4-ESS",137,"605","570.41","15426832","89","CC de Puisaye-Forterre"
"2451",200067130,"5-HORS ESS",993,"4911","4536.48","126082929","89","CC de Puisaye-Forterre"
"2452",200067130,"5A-PUBLIC",150,"1535","1392.21","39231866","89","CC de Puisaye-Forterre"
"2453",200067130,"5B-PRIVE",843,"3376","3144.27","86851063","89","CC de Puisaye-Forterre"
"2454",200067130,"6-TOTAL",1130,"5516","5106.89","141509761","89","CC de Puisaye-Forterre"
"2455",200067155,"1-ASSO+FOND",50,"272","237.89","6684145","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2456",200067155,"1A-ASSOCIATIONS",50,"272","237.89","6684145","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2457",200067155,"2-COOPERATIVES",10,"s","s","s","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2458",200067155,"3-MUTUELLES",2,"s","s","s","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2459",200067155,"4-ESS",62,"346","308.09","9382297","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2460",200067155,"5-HORS ESS",522,"3830","3600.39","116626449","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2461",200067155,"5A-PUBLIC",46,"1057","956.11","30943853","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2462",200067155,"5B-PRIVE",476,"2773","2644.28","85682596","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2463",200067155,"6-TOTAL",584,"4176","3908.48","126008746","12","CC Saint Affricain, Roquefort, Sept Vallons"
"2464",200067163,"1-ASSO+FOND",40,"535","471.49","11768968","12","CC Monts, Rance et Rougier"
"2465",200067163,"1A-ASSOCIATIONS",40,"535","471.49","11768968","12","CC Monts, Rance et Rougier"
"2466",200067163,"2-COOPERATIVES",5,"s","s","s","12","CC Monts, Rance et Rougier"
"2467",200067163,"3-MUTUELLES",1,"s","s","s","12","CC Monts, Rance et Rougier"
"2468",200067163,"4-ESS",46,"550","486.74","12269745","12","CC Monts, Rance et Rougier"
"2469",200067163,"5-HORS ESS",253,"695","617.67","16196356","12","CC Monts, Rance et Rougier"
"2470",200067163,"5A-PUBLIC",39,"160","123.17","3128311","12","CC Monts, Rance et Rougier"
"2471",200067163,"5B-PRIVE",214,"535","494.5","13068045","12","CC Monts, Rance et Rougier"
"2472",200067163,"6-TOTAL",299,"1245","1104.41","28466101","12","CC Monts, Rance et Rougier"
"2473",200067171,"1-ASSO+FOND",52,"381","344.66","9068985","12","CC Aubrac, Carladez et Viadène"
"2474",200067171,"1A-ASSOCIATIONS",52,"381","344.66","9068985","12","CC Aubrac, Carladez et Viadène"
"2475",200067171,"2-COOPERATIVES",14,"s","s","s","12","CC Aubrac, Carladez et Viadène"
"2476",200067171,"3-MUTUELLES",1,"s","s","s","12","CC Aubrac, Carladez et Viadène"
"2477",200067171,"4-ESS",67,"614","556.01","16032983","12","CC Aubrac, Carladez et Viadène"
"2478",200067171,"5-HORS ESS",539,"1821","1713.45","47090188","12","CC Aubrac, Carladez et Viadène"
"2479",200067171,"5A-PUBLIC",52,"385","337.58","9137537","12","CC Aubrac, Carladez et Viadène"
"2480",200067171,"5B-PRIVE",487,"1436","1375.87","37952651","12","CC Aubrac, Carladez et Viadène"
"2481",200067171,"6-TOTAL",606,"2435","2269.46","63123171","12","CC Aubrac, Carladez et Viadène"
"2482",200067189,"1-ASSO+FOND",52,"259","224.84","5459612","23","CC Creuse Sud Ouest"
"2483",200067189,"1A-ASSOCIATIONS",50,"s","s","s","23","CC Creuse Sud Ouest"
"2484",200067189,"1B-FONDATIONS",2,"s","s","s","23","CC Creuse Sud Ouest"
"2485",200067189,"2-COOPERATIVES",10,"30","30.67","1230231","23","CC Creuse Sud Ouest"
"2486",200067189,"4-ESS",62,"289","255.51","6689843","23","CC Creuse Sud Ouest"
"2487",200067189,"5-HORS ESS",412,"2011","1886.17","53380401","23","CC Creuse Sud Ouest"
"2488",200067189,"5A-PUBLIC",89,"987","933.31","26979352","23","CC Creuse Sud Ouest"
"2489",200067189,"5B-PRIVE",323,"1024","952.86","26401049","23","CC Creuse Sud Ouest"
"2490",200067189,"6-TOTAL",474,"2300","2141.68","60070244","23","CC Creuse Sud Ouest"
"2491",200067197,"1-ASSO+FOND",24,"131","107.66","2983517","29","CC Monts d'Arrée Communauté"
"2492",200067197,"1A-ASSOCIATIONS",24,"131","107.66","2983517","29","CC Monts d'Arrée Communauté"
"2493",200067197,"2-COOPERATIVES",5,"7","9.68","310000","29","CC Monts d'Arrée Communauté"
"2494",200067197,"4-ESS",29,"138","117.34","3293517","29","CC Monts d'Arrée Communauté"
"2495",200067197,"5-HORS ESS",190,"690","651.57","18385053","29","CC Monts d'Arrée Communauté"
"2496",200067197,"5A-PUBLIC",26,"312","285.02","7938114","29","CC Monts d'Arrée Communauté"
"2497",200067197,"5B-PRIVE",164,"378","366.55","10446939","29","CC Monts d'Arrée Communauté"
"2498",200067197,"6-TOTAL",219,"828","768.91","21678570","29","CC Monts d'Arrée Communauté"
"2499",200067221,"1-ASSO+FOND",114,"1132","982.62","27482471",NA,NA
"2500",200067221,"1A-ASSOCIATIONS",114,"1132","982.62","27482471",NA,NA
"2501",200067221,"2-COOPERATIVES",22,"s","s","s",NA,NA
"2502",200067221,"3-MUTUELLES",2,"s","s","s",NA,NA
"2503",200067221,"4-ESS",138,"1263","1119.36","32609170",NA,NA
"2504",200067221,"5-HORS ESS",1140,"9618","9015.03","273718133",NA,NA
"2505",200067221,"5A-PUBLIC",63,"1324","1199.59","33988943",NA,NA
"2506",200067221,"5B-PRIVE",1077,"8294","7815.44","239729190",NA,NA
"2507",200067221,"6-TOTAL",1278,"10881","10134.39","306327303",NA,NA
"2508",200067239,"1-ASSO+FOND",83,"657","560.5","14546439","64","CC des Luys en Béarn"
"2509",200067239,"1A-ASSOCIATIONS",83,"657","560.5","14546439","64","CC des Luys en Béarn"
"2510",200067239,"2-COOPERATIVES",17,"508","493.08","23061962","64","CC des Luys en Béarn"
"2511",200067239,"4-ESS",100,"1165","1053.58","37608401","64","CC des Luys en Béarn"
"2512",200067239,"5-HORS ESS",996,"8335","7668.9","231143206","64","CC des Luys en Béarn"
"2513",200067239,"5A-PUBLIC",136,"1168","1023.45","29932750","64","CC des Luys en Béarn"
"2514",200067239,"5B-PRIVE",860,"7167","6645.45","201210456","64","CC des Luys en Béarn"
"2515",200067239,"6-TOTAL",1096,"9500","8722.48","268751607","64","CC des Luys en Béarn"
"2516",200067247,"1-ASSO+FOND",76,"753","706.43","19096498","29","CC Pleyben-Châteaulin-Porzay"
"2517",200067247,"1A-ASSOCIATIONS",76,"753","706.43","19096498","29","CC Pleyben-Châteaulin-Porzay"
"2518",200067247,"2-COOPERATIVES",18,"s","s","s","29","CC Pleyben-Châteaulin-Porzay"
"2519",200067247,"3-MUTUELLES",1,"s","s","s","29","CC Pleyben-Châteaulin-Porzay"
"2520",200067247,"4-ESS",95,"864","814.59","23386201","29","CC Pleyben-Châteaulin-Porzay"
"2521",200067247,"5-HORS ESS",661,"4686","4459.61","129637970","29","CC Pleyben-Châteaulin-Porzay"
"2522",200067247,"5A-PUBLIC",55,"1159","1024.48","30518341","29","CC Pleyben-Châteaulin-Porzay"
"2523",200067247,"5B-PRIVE",606,"3527","3435.13","99119629","29","CC Pleyben-Châteaulin-Porzay"
"2524",200067247,"6-TOTAL",756,"5550","5274.2","153024171","29","CC Pleyben-Châteaulin-Porzay"
"2525",200067262,"1-ASSO+FOND",128,"1571","1313.43","33831692","64","CC du Haut Béarn"
"2526",200067262,"1A-ASSOCIATIONS",128,"1571","1313.43","33831692","64","CC du Haut Béarn"
"2527",200067262,"2-COOPERATIVES",10,"79","72.38","3379160","64","CC du Haut Béarn"
"2528",200067262,"3-MUTUELLES",4,"10","7.84","310853","64","CC du Haut Béarn"
"2529",200067262,"4-ESS",142,"1660","1393.65","37521705","64","CC du Haut Béarn"
"2530",200067262,"5-HORS ESS",981,"7726","7456.87","260172007","64","CC du Haut Béarn"
"2531",200067262,"5A-PUBLIC",151,"2043","1871.34","60716546","64","CC du Haut Béarn"
"2532",200067262,"5B-PRIVE",830,"5683","5585.53","199455461","64","CC du Haut Béarn"
"2533",200067262,"6-TOTAL",1123,"9386","8850.52","297693712","64","CC du Haut Béarn"
"2534",200067288,"1-ASSO+FOND",65,"805","717.21","20733705","64","CC du Béarn des Gaves"
"2535",200067288,"1A-ASSOCIATIONS",64,"s","s","s","64","CC du Béarn des Gaves"
"2536",200067288,"1B-FONDATIONS",1,"s","s","s","64","CC du Béarn des Gaves"
"2537",200067288,"2-COOPERATIVES",16,"104","109.52","3762910","64","CC du Béarn des Gaves"
"2538",200067288,"4-ESS",81,"909","826.73","24496615","64","CC du Béarn des Gaves"
"2539",200067288,"5-HORS ESS",532,"2681","2454.98","68873068","64","CC du Béarn des Gaves"
"2540",200067288,"5A-PUBLIC",98,"568","495.16","13563371","64","CC du Béarn des Gaves"
"2541",200067288,"5B-PRIVE",434,"2113","1959.82","55309697","64","CC du Béarn des Gaves"
