"ESS","famille","typo_C","typo_C_det","taille_etab","IDF","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","2 - Petites entreprises","IDF","140","104","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","Hors IDF","68","40","6127","4795","154253402"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","3 - Moyennes entreprises","IDF","25","18","1347","1051","40306094"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","4 - Grandes entreprises","Hors IDF","79","49","46214","30780","800159566"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres enseignements","4 - Grandes entreprises","IDF","12","9","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres industries (BE)","1 - Micro entreprise","Hors IDF","58210","47149","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres industries (BE)","1 - Micro entreprise","IDF","8879","7412","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres industries (BE)","2 - Petites entreprises","Hors IDF","23907","17913","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres industries (BE)","2 - Petites entreprises","IDF","3131","2114","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres industries (BE)","3 - Moyennes entreprises","Hors IDF","6979","4631","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres industries (BE)","3 - Moyennes entreprises","IDF","967","488","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres industries (BE)","4 - Grandes entreprises","Hors IDF","1262","747","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Autres industries (BE)","4 - Grandes entreprises","IDF","249","81","179249","176109","11881325418"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Construction (FZ)","1 - Micro entreprise","Hors IDF","171605","160512","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Construction (FZ)","1 - Micro entreprise","IDF","38992","36775","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Construction (FZ)","2 - Petites entreprises","Hors IDF","23947","19732","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Construction (FZ)","2 - Petites entreprises","IDF","4821","4199","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Construction (FZ)","3 - Moyennes entreprises","Hors IDF","2580","1366","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Construction (FZ)","3 - Moyennes entreprises","IDF","637","360","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Construction (FZ)","4 - Grandes entreprises","Hors IDF","75","32","27123","26219","1057580106"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Construction (FZ)","4 - Grandes entreprises","IDF","96","56","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Création artistique","1 - Micro entreprise","Hors IDF","422","396","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Création artistique","1 - Micro entreprise","IDF","269","258","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Création artistique","2 - Petites entreprises","Hors IDF","13","10","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Création artistique","2 - Petites entreprises","IDF","13","12","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Création artistique","3 - Moyennes entreprises","IDF","1","1","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Création artistique","4 - Grandes entreprises","IDF","1","1","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement culturel","1 - Micro entreprise","Hors IDF","254","218","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement culturel","1 - Micro entreprise","IDF","130","109","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement culturel","2 - Petites entreprises","Hors IDF","29","18","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement culturel","2 - Petites entreprises","IDF","18","12","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement culturel","3 - Moyennes entreprises","Hors IDF","3","3","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement culturel","3 - Moyennes entreprises","IDF","18","4","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement culturel","4 - Grandes entreprises","Hors IDF","1","0","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement culturel","4 - Grandes entreprises","IDF","3","0","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement de disciplines sportives et d activites de lois","1 - Micro entreprise","Hors IDF","2869","2731","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement de disciplines sportives et d activites de lois","1 - Micro entreprise","IDF","363","339","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement de disciplines sportives et d activites de lois","2 - Petites entreprises","Hors IDF","128","109","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement de disciplines sportives et d activites de lois","2 - Petites entreprises","IDF","29","24","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement de disciplines sportives et d activites de lois","3 - Moyennes entreprises","Hors IDF","25","22","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement de disciplines sportives et d activites de lois","3 - Moyennes entreprises","IDF","3","3","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","Hors IDF","30015","1196","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","IDF","3374","218","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","Hors IDF","12150","2565","232058","215437","7707640566"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","IDF","3669","417","69991","64274","2176251693"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","Hors IDF","4964","4440","423831","394126","15271460582"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","IDF","1408","1149","115313","107906","4137861419"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","Hors IDF","301","195","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","IDF","99","64","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adultes","1 - Micro entreprise","Hors IDF","12381","9837","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adultes","1 - Micro entreprise","IDF","3529","3123","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adultes","2 - Petites entreprises","Hors IDF","1341","738","22171","19612","665742810"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adultes","2 - Petites entreprises","IDF","407","299","6593","5644","245341664"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adultes","3 - Moyennes entreprises","Hors IDF","191","47","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adultes","3 - Moyennes entreprises","IDF","70","41","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adultes","4 - Grandes entreprises","Hors IDF","94","9","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Formation d adultes","4 - Grandes entreprises","IDF","18","4","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Gestion des spectacles","1 - Micro entreprise","Hors IDF","190","132","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Gestion des spectacles","1 - Micro entreprise","IDF","64","54","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Gestion des spectacles","2 - Petites entreprises","Hors IDF","88","68","1420","1370","47013816"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Gestion des spectacles","2 - Petites entreprises","IDF","58","47","1078","s","38844895"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Gestion des spectacles","3 - Moyennes entreprises","Hors IDF","16","13","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Gestion des spectacles","3 - Moyennes entreprises","IDF","9","8","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Gestion des spectacles","4 - Grandes entreprises","Hors IDF","1","0","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Gestion des spectacles","4 - Grandes entreprises","IDF","2","2","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","Hors IDF","653","338","2484","2631","72776488"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","1 - Micro entreprise","IDF","180","32","498","600","18191692"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","Hors IDF","1730","938","49678","44646","1235056733"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","2 - Petites entreprises","IDF","152","67","4061","3700","110732685"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","Hors IDF","2883","1903","213079","193022","5382026449"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","3 - Moyennes entreprises","IDF","385","230","28292","25725","749030099"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","Hors IDF","48","32","21386","19809","595467913"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Hebergement medico-social et social","4 - Grandes entreprises","IDF","9","5","3224","2972","91210261"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Loisirs","1 - Micro entreprise","Hors IDF","5389","4859","8001","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Loisirs","1 - Micro entreprise","IDF","781","702","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Loisirs","2 - Petites entreprises","Hors IDF","474","389","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Loisirs","2 - Petites entreprises","IDF","129","106","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Loisirs","3 - Moyennes entreprises","Hors IDF","20","17","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Loisirs","3 - Moyennes entreprises","IDF","3","2","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Loisirs","4 - Grandes entreprises","Hors IDF","4","3","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Loisirs","4 - Grandes entreprises","IDF","2","2","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Sports","1 - Micro entreprise","Hors IDF","5563","4851","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Sports","1 - Micro entreprise","IDF","1147","847","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Sports","2 - Petites entreprises","Hors IDF","682","529","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Sports","2 - Petites entreprises","IDF","290","153","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Sports","3 - Moyennes entreprises","Hors IDF","76","67","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Sports","3 - Moyennes entreprises","IDF","28","21","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Sports","4 - Grandes entreprises","Hors IDF","3","3","s","s","s"
"Hors ESS","Ensemble","Ensemble des secteurs d'activité","Sports","4 - Grandes entreprises","IDF","2","0","s","s","s"
"ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","Toutes entreprises","Ensemble","33559","15998","945572","806352","20689621267"
"ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Toutes entreprises","Ensemble","18869","2147","254383","248903","11942892429"
"ESS","Ensemble","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Toutes entreprises","Ensemble","1432","1256","11356","10803","328208167"
"ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","Toutes entreprises","Ensemble","21869","20546","31016","34834","1215117867"
"ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","Toutes entreprises","Ensemble","1546","1234","28074","26862","866956502"
"ESS","Ensemble","COMMERCE (GZ)","Ensemble","Toutes entreprises","Ensemble","4608","1353","54192","53189","1897682387"
"ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","Ensemble","20388","15906","317559","275430","9602748790"
"ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","Ensemble","3414","2126","22884","24096","666578353"
"ESS","Ensemble","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","Toutes entreprises","Ensemble","1093","923","25213","24613","926443911"
"ESS","Ensemble","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","Ensemble","2704","2482","s","s","s"
"ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","Ensemble","43351","39082","160182","138923","4253322521"
"ESS","Ensemble","ORGANISMES EXTRATERRITORIAUX","Ensemble","Toutes entreprises","Ensemble","4","4","s","s","s"
"ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","Ensemble","4837","1944","182633","159152","6212212179"
"ESS","Ensemble","SERVICES DIVERS","Ensemble","Toutes entreprises","Ensemble","6731","5767","52333","45535","1497902091"
"ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","Ensemble","14064","11296","150214","140943","4498316313"
"ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","Ensemble","34249","32615","76887","62043","1819602480"
