"REG","ESS_simp","typo_B","typo_B_det","sexe","CSP","nb_poste"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","548"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Hommes","Employes","270"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Hommes","Ouvriers et Non codes","210"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","Hommes","Professions intermediaires","810"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","23051"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Femmes","Employes","6558"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Femmes","Ouvriers et Non codes","1131"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Femmes","Professions intermediaires","41473"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","16927"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Hommes","Employes","1312"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Hommes","Ouvriers et Non codes","660"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","Hommes","Professions intermediaires","12635"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","988"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Femmes","Employes","1815"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Femmes","Ouvriers et Non codes","93"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Femmes","Professions intermediaires","2658"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","843"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Hommes","Employes","426"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Hommes","Ouvriers et Non codes","166"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","Hommes","Professions intermediaires","2339"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","1916"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Femmes","Employes","25186"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Femmes","Ouvriers et Non codes","1915"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Femmes","Professions intermediaires","10957"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","937"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Hommes","Employes","3686"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Hommes","Ouvriers et Non codes","2252"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","Hommes","Professions intermediaires","3478"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ensemble","190640"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","79820"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","16767"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ensemble","9488"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","372070"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ensemble","204715"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ensemble","116527"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","659392"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ensemble","19571"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ensemble","184961"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Ensemble","570631"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","302454"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ensemble","17596"
"Bourgogne-Franche-Comté","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ensemble","73469"
"Bourgogne-Franche-Comté","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","20837"
"Bourgogne-Franche-Comté","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","14605"
"Bourgogne-Franche-Comté","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ensemble","3285"
"Bourgogne-Franche-Comté","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","118062"
"Bourgogne-Franche-Comté","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ensemble","66070"
"Bourgogne-Franche-Comté","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ensemble","29369"
"Bourgogne-Franche-Comté","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","219193"
"Bourgogne-Franche-Comté","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ensemble","6183"
"Bourgogne-Franche-Comté","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ensemble","69913"
"Bourgogne-Franche-Comté","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Ensemble","174789"
"Bourgogne-Franche-Comté","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","67108"
"Bourgogne-Franche-Comté","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ensemble","4208"
"Bretagne","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ensemble","83869"
"Bretagne","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","33721"
"Bretagne","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","20979"
"Bretagne","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ensemble","3305"
"Bretagne","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","148639"
"Bretagne","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ensemble","84879"
"Bretagne","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ensemble","39695"
"Bretagne","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","240555"
"Bretagne","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ensemble","7049"
"Bretagne","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ensemble","83075"
"Bretagne","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Ensemble","219624"
"Bretagne","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","94375"
"Bretagne","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ensemble","6720"
"Centre-Val de Loire","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ensemble","57954"
"Centre-Val de Loire","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","28257"
"Centre-Val de Loire","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","11468"
"Centre-Val de Loire","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ensemble","2888"
"Centre-Val de Loire","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","106781"
"Centre-Val de Loire","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ensemble","55833"
"Centre-Val de Loire","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ensemble","27019"
"Centre-Val de Loire","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","197772"
"Centre-Val de Loire","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ensemble","4649"
"Centre-Val de Loire","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ensemble","58528"
"Centre-Val de Loire","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Ensemble","170225"
"Centre-Val de Loire","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","72269"
"Centre-Val de Loire","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ensemble","4422"
"Corse","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ensemble","6490"
"Corse","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","2491"
"Corse","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","2654"
"Corse","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ensemble","323"
"Corse","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","16957"
"Corse","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ensemble","6711"
"Corse","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ensemble","5650"
"Corse","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","17122"
"Corse","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ensemble","841"
"Corse","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ensemble","7598"
"Corse","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Ensemble","28498"
"Corse","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","7785"
"Corse","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ensemble","747"
"Grand-Est","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ensemble","129360"
"Grand-Est","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","49187"
"Grand-Est","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","24494"
"Grand-Est","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ensemble","5961"
"Grand-Est","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","243696"
"Grand-Est","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ensemble","131447"
"Grand-Est","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ensemble","70508"
"Grand-Est","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","415975"
"Grand-Est","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ensemble","11533"
"Grand-Est","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ensemble","143249"
"Grand-Est","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Ensemble","344693"
"Grand-Est","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","147541"
"Grand-Est","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ensemble","7774"
"Guadeloupe","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ensemble","7452"
"Guadeloupe","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","3066"
"Guadeloupe","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","1266"
"Guadeloupe","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ensemble","496"
"Guadeloupe","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","14321"
"Guadeloupe","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ensemble","10521"
"Guadeloupe","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ensemble","4655"
"Guadeloupe","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","13749"
"Guadeloupe","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ensemble","1356"
"Guadeloupe","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ensemble","10216"
"Guadeloupe","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Ensemble","30775"
"Guadeloupe","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","8898"
"Guadeloupe","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ensemble","434"
"Guyane","ESS + Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ensemble","2538"
"Guyane","ESS + Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ensemble","687"
"Guyane","ESS + Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","323"
"Guyane","ESS + Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ensemble","174"
"Guyane","ESS + Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ensemble","5027"
"Guyane","ESS + Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ensemble","9588"
"Guyane","ESS + Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ensemble","1566"
"Guyane","ESS + Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ensemble","7382"
"Guyane","ESS + Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ensemble","940"
"Guyane","ESS + Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ensemble","4804"
"Guyane","ESS + Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Ensemble","16847"
"Guyane","ESS + Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","4766"
"Guyane","ESS + Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ensemble","226"
