"DEP","typo_Coop","typo_Coop_det","type_emploi","nb_poste"
"60","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","45"
"60","COMMERCE (GZ)","Ensemble","Ensemble","267"
"60","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","798"
"60","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"61","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","677"
"61","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","125"
"61","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","43"
"61","COMMERCE (GZ)","Ensemble","Ensemble","s"
"61","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"61","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","90"
"62","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2635"
"62","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","58"
"62","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","186"
"62","COMMERCE (GZ)","Ensemble","Ensemble","426"
"62","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","1217"
"62","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","193"
"63","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2278"
"63","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","167"
"63","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","460"
"63","COMMERCE (GZ)","Ensemble","Ensemble","174"
"63","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","397"
"63","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","104"
"64","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1714"
"64","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","163"
"64","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","54"
"64","COMMERCE (GZ)","Ensemble","Ensemble","427"
"64","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","980"
"64","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","204"
"65","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","577"
"65","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"65","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","80"
"65","COMMERCE (GZ)","Ensemble","Ensemble","81"
"65","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","98"
"65","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"66","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1625"
"66","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"66","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","208"
"66","COMMERCE (GZ)","Ensemble","Ensemble","291"
"66","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","514"
"66","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"67","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","4467"
"67","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","73"
"67","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","191"
"67","COMMERCE (GZ)","Ensemble","Ensemble","359"
"67","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","1003"
"67","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","447"
"68","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2131"
"68","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"68","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","151"
"68","COMMERCE (GZ)","Ensemble","Ensemble","997"
"68","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","728"
"68","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"69","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","4919"
"69","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","98"
"69","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","488"
"69","COMMERCE (GZ)","Ensemble","Ensemble","302"
"69","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","444"
"69","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","851"
"70","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","502"
"70","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"70","COMMERCE (GZ)","Ensemble","Ensemble","251"
"70","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","82"
"70","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"71","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1122"
"71","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","81"
"71","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"71","COMMERCE (GZ)","Ensemble","Ensemble","303"
"71","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","492"
"71","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"72","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1444"
"72","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","88"
"72","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","132"
"72","COMMERCE (GZ)","Ensemble","Ensemble","728"
"72","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","281"
"72","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","99"
"73","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1387"
"73","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"73","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"73","COMMERCE (GZ)","Ensemble","Ensemble","262"
"73","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","713"
"73","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","319"
"74","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2404"
"74","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"74","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"74","COMMERCE (GZ)","Ensemble","Ensemble","248"
"74","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","340"
"74","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","207"
"75","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","12030"
"75","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"75","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","645"
"75","COMMERCE (GZ)","Ensemble","Ensemble","433"
"75","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"75","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","2264"
"76","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2486"
"76","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"76","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","372"
"76","COMMERCE (GZ)","Ensemble","Ensemble","683"
"76","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","723"
"76","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"77","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2292"
"77","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"77","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","112"
"77","COMMERCE (GZ)","Ensemble","Ensemble","564"
"77","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","356"
"77","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"78","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1645"
"78","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"78","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","275"
"78","COMMERCE (GZ)","Ensemble","Ensemble","145"
"78","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","216"
"78","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"79","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","937"
"79","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","15"
"79","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","366"
"79","COMMERCE (GZ)","Ensemble","Ensemble","513"
"79","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","1367"
"79","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","66"
"80","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1813"
"80","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"80","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"80","COMMERCE (GZ)","Ensemble","Ensemble","583"
"80","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","550"
"80","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","28"
"81","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1162"
"81","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","225"
"81","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","72"
"81","COMMERCE (GZ)","Ensemble","Ensemble","243"
"81","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","497"
"81","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","97"
"82","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","685"
"82","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"82","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"82","COMMERCE (GZ)","Ensemble","Ensemble","569"
"82","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","67"
"82","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","170"
"83","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2128"
"83","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","s"
"83","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","125"
"83","COMMERCE (GZ)","Ensemble","Ensemble","178"
"83","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","405"
"83","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"84","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1130"
"84","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","22"
"84","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","432"
"84","COMMERCE (GZ)","Ensemble","Ensemble","923"
"84","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","570"
"84","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","92"
"85","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2279"
"85","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","180"
"85","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","276"
"85","COMMERCE (GZ)","Ensemble","Ensemble","1876"
"85","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","866"
"85","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","265"
"86","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1249"
"86","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","111"
"86","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","153"
"86","COMMERCE (GZ)","Ensemble","Ensemble","737"
"86","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","303"
"86","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","262"
"87","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1271"
"87","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","111"
"87","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","99"
"87","COMMERCE (GZ)","Ensemble","Ensemble","830"
"87","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","585"
"87","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","87"
"88","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","841"
"88","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","93"
"88","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","65"
"88","COMMERCE (GZ)","Ensemble","Ensemble","328"
"88","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","571"
"88","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","49"
"89","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","870"
"89","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","74"
"89","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"89","COMMERCE (GZ)","Ensemble","Ensemble","361"
"89","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","606"
"89","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"90","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","337"
"90","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"90","COMMERCE (GZ)","Ensemble","Ensemble","s"
"91","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1079"
"91","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","283"
"91","COMMERCE (GZ)","Ensemble","Ensemble","194"
"91","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","680"
"91","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","106"
"92","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","2346"
"92","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","237"
"92","COMMERCE (GZ)","Ensemble","Ensemble","414"
"92","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","203"
"92","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","215"
"93","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","664"
"93","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","243"
"93","COMMERCE (GZ)","Ensemble","Ensemble","120"
"93","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","783"
"93","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","119"
"94","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1189"
"94","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","73"
"94","COMMERCE (GZ)","Ensemble","Ensemble","1757"
"94","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","322"
"94","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","110"
"95","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","625"
"95","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","312"
"95","COMMERCE (GZ)","Ensemble","Ensemble","s"
"95","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"95","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","58"
"971","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","923"
"971","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","41"
"971","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","34"
"971","COMMERCE (GZ)","Ensemble","Ensemble","s"
"971","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","23"
"971","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"972","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","965"
"972","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","33"
"972","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","23"
"972","COMMERCE (GZ)","Ensemble","Ensemble","s"
"972","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","12"
"972","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","s"
"973","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","s"
"973","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","21"
"973","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","s"
"973","COMMERCE (GZ)","Ensemble","Ensemble","s"
"973","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","s"
"973","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","16"
"974","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","1494"
"974","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","93"
"974","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ensemble","928"
"974","COMMERCE (GZ)","Ensemble","Ensemble","115"
"974","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","341"
"974","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","79"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","1011"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"1","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"1","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"1","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","62"
"1","COMMERCE (GZ)","Ensemble","Apprentis","s"
"1","COMMERCE (GZ)","Ensemble","Ordinaires","s"
"1","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"1","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"1","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","208"
"1","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"1","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","724"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"2","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"2","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"2","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"2","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"2","COMMERCE (GZ)","Ensemble","Aides","s"
"2","COMMERCE (GZ)","Ensemble","Apprentis","s"
"2","COMMERCE (GZ)","Ensemble","Ordinaires","215"
"2","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"2","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","23"
"2","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","782"
"2","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Stagiaires","s"
"2","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"2","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","710"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"3","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Apprentis","s"
"3","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"3","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"3","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Stagiaires","s"
"3","COMMERCE (GZ)","Ensemble","Aides","s"
"3","COMMERCE (GZ)","Ensemble","Apprentis","s"
"3","COMMERCE (GZ)","Ensemble","Ordinaires","569"
"3","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","53"
"3","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","43"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","416"
"4","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","46"
"4","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"4","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"4","COMMERCE (GZ)","Ensemble","Apprentis","s"
"4","COMMERCE (GZ)","Ensemble","Ordinaires","s"
"4","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"4","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"4","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","110"
"4","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","61"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","361"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"5","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"5","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"5","COMMERCE (GZ)","Ensemble","Aides","s"
"5","COMMERCE (GZ)","Ensemble","Apprentis","s"
"5","COMMERCE (GZ)","Ensemble","Ordinaires","s"
"5","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"5","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","s"
"5","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"5","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","s"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","58"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","2902"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"6","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Aides","s"
"6","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"6","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Stagiaires","s"
"6","COMMERCE (GZ)","Ensemble","Apprentis","s"
"6","COMMERCE (GZ)","Ensemble","Ordinaires","s"
"6","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
"6","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Apprentis","s"
"6","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ordinaires","s"
"6","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Aides","s"
"6","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Apprentis","s"
"6","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ordinaires","72"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Aides","s"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Apprentis","s"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ordinaires","665"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Stagiaires","s"
"7","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Aides","s"
"7","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ordinaires","s"
"7","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Apprentis","s"
"7","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","Ordinaires","s"
"7","COMMERCE (GZ)","Ensemble","Apprentis","s"
"7","COMMERCE (GZ)","Ensemble","Ordinaires","s"
"7","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Aides","s"
