"ESS","famille","typo_C","typo_C_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"ESS","Ensemble","COMMERCE (GZ)","Ensemble","2 - Petites entreprises","846","372","16664","16104","548540128"
"ESS","Ensemble","COMMERCE (GZ)","Ensemble","3 - Moyennes entreprises","167","100","15918","15615","569084378"
"ESS","Ensemble","COMMERCE (GZ)","Ensemble","4 - Grandes entreprises","29","22","s","s","s"
"ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","11819","9974","27398","24256","755325254"
"ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","6753","4619","131354","112057","3679379685"
"ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","1754","1257","139292","122120","4391521732"
"ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","4 - Grandes entreprises","62","56","19515","16997","776522119"
"ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","2595","1668","6785","8495","222015382"
"ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","765","425","12198","11880","333631558"
"ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","54","33","3901","3721","110931413"
"ESS","Ensemble","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","1 - Micro entreprise","691","610","s","s","s"
"ESS","Ensemble","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","2 - Petites entreprises","308","253","6080","6125","216704019"
"ESS","Ensemble","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","3 - Moyennes entreprises","77","52","s","s","s"
"ESS","Ensemble","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","4 - Grandes entreprises","17","8","8332","7813","289996902"
"ESS","Ensemble","INFORMATION ET COMMUNICATION (JZ)","Ensemble","1 - Micro entreprise","2547","2349","3812","3681","118560740"
"ESS","Ensemble","INFORMATION ET COMMUNICATION (JZ)","Ensemble","2 - Petites entreprises","135","117","s","s","s"
"ESS","Ensemble","INFORMATION ET COMMUNICATION (JZ)","Ensemble","3 - Moyennes entreprises","22","16","s","s","s"
"ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","38540","35039","59828","s","s"
"ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","4355","3678","s","s","s"
"ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","3 - Moyennes entreprises","435","349","29341","24971","743017988"
"ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","4 - Grandes entreprises","21","16","s","s","s"
"ESS","Ensemble","ORGANISMES EXTRATERRITORIAUX","Ensemble","1 - Micro entreprise","4","4","s","s","s"
"ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","2064","741","8035","7438","329470135"
"ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","2097","886","41269","33223","1364773467"
"ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","3 - Moyennes entreprises","542","240","56056","48773","1828532200"
"ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","4 - Grandes entreprises","134","77","77273","69718","2689436377"
"ESS","Ensemble","SERVICES DIVERS","Ensemble","1 - Micro entreprise","5591","4870","11012","9903","331438970"
"ESS","Ensemble","SERVICES DIVERS","Ensemble","2 - Petites entreprises","929","734","17319","14819","506114634"
"ESS","Ensemble","SERVICES DIVERS","Ensemble","3 - Moyennes entreprises","194","152","16942","14490","474290661"
"ESS","Ensemble","SERVICES DIVERS","Ensemble","4 - Grandes entreprises","17","11","7060","6323","186057826"
"ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1 - Micro entreprise","10484","8731","24949","26940","839187741"
"ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2 - Petites entreprises","2808","1953","53043","49446","1578424792"
"ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3 - Moyennes entreprises","733","582","57043","50567","1521687077"
"ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4 - Grandes entreprises","39","30","15179","13990","559016703"
"ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","1 - Micro entreprise","31833","30450","36034","29550","778059095"
"ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","2 - Petites entreprises","2209","1993","25712","20380","599378604"
"ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","3 - Moyennes entreprises","196","165","s","s","s"
"ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","4 - Grandes entreprises","11","7","s","s","s"
"Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","1 - Micro entreprise","8508","5495","27146","26487","639185468"
"Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","2 - Petites entreprises","7201","4122","153067","129594","3333867590"
"Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","4687","3100","344658","302390","8232737337"
"Hors ESS","Ensemble","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","185","101","78894","71451","2122001274"
"Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","73944","56274","170341","163080","8418751966"
"Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2 - Petites entreprises","6417","3205","116274","109207","6623718025"
"Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3 - Moyennes entreprises","1029","408","104119","100074","6638988774"
"Hors ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4 - Grandes entreprises","305","98","204407","196074","14034438724"
"Hors ESS","Ensemble","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","95365","93751","s","s","s"
"Hors ESS","Ensemble","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2 - Petites entreprises","3506","3254","s","s","s"
"Hors ESS","Ensemble","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3 - Moyennes entreprises","287","198","23985","24977","816009784"
"Hors ESS","Ensemble","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4 - Grandes entreprises","15","9","s","s","s"
"Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","1 - Micro entreprise","5757","4844","s","s","s"
"Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","2 - Petites entreprises","1306","927","24010","24586","924017677"
"Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","3 - Moyennes entreprises","344","264","s","s","s"
"Hors ESS","Ensemble","ARTS SPECTACLES (RZ1)","Ensemble","4 - Grandes entreprises","40","30","s","s","s"
"Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","1 - Micro entreprise","277686","251848","682230","686085","20209319621"
"Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","2 - Petites entreprises","55806","43958","1108864","1051031","36626240939"
"Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","3 - Moyennes entreprises","11163","6845","1093937","1057517","42674809381"
"Hors ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","4 - Grandes entreprises","1682","916","1000816","972790","50286065887"
"Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","1 - Micro entreprise","379754","284637","s","s","s"
"Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","2 - Petites entreprises","55705","33282","998750","918007","31215582247"
"Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","3 - Moyennes entreprises","7781","4194","698626","648345","23477162181"
"Hors ESS","Ensemble","COMMERCE (GZ)","Ensemble","4 - Grandes entreprises","871","394","s","s","s"
"Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","55105","19599","189726","183060","6161890697"
"Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","18180","4451","340135","312459","11075781879"
"Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","6775","5767","566262","524744","20276595746"
"Hors ESS","Ensemble","ENSEIGNEMENT (PZ)","Ensemble","4 - Grandes entreprises","607","330","288737","246854","8556661679"
"Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","174553","156573","386021","404618","9704796173"
"Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","25404","19741","402418","366019","9667556625"
"Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","2119","1498","138863","121902","3427619016"
"Hors ESS","Ensemble","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","4 - Grandes entreprises","84","50","33174","32126","1143350962"
"Hors ESS","Ensemble","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","1 - Micro entreprise","38849","34549","s","s","s"
"Hors ESS","Ensemble","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","2 - Petites entreprises","8441","7105","139246","128632","3593769705"
"Hors ESS","Ensemble","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","3 - Moyennes entreprises","1420","980","s","s","s"
"Hors ESS","Ensemble","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","4 - Grandes entreprises","302","194","132461","127502","4975812628"
"Hors ESS","Ensemble","INFORMATION ET COMMUNICATION (JZ)","Ensemble","1 - Micro entreprise","45431","38097","92075","104295","4568198989"
"Hors ESS","Ensemble","INFORMATION ET COMMUNICATION (JZ)","Ensemble","2 - Petites entreprises","8622","5833","s","s","s"
"Hors ESS","Ensemble","INFORMATION ET COMMUNICATION (JZ)","Ensemble","3 - Moyennes entreprises","2391","1270","s","s","s"
"Hors ESS","Ensemble","INFORMATION ET COMMUNICATION (JZ)","Ensemble","4 - Grandes entreprises","438","164","269019","260082","15236740420"
"Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","972","261","2870","s","s"
"Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","75","34","s","s","s"
"Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","3 - Moyennes entreprises","22","8","2828","2713","s"
"Hors ESS","Ensemble","NON-CLASSES (94.99Z)","Ensemble","4 - Grandes entreprises","7","0","s","s","s"
"Hors ESS","Ensemble","ORGANISMES EXTRATERRITORIAUX","Ensemble","1 - Micro entreprise","280","181","s","s","s"
"Hors ESS","Ensemble","ORGANISMES EXTRATERRITORIAUX","Ensemble","2 - Petites entreprises","130","97","s","s","86912725"
"Hors ESS","Ensemble","ORGANISMES EXTRATERRITORIAUX","Ensemble","3 - Moyennes entreprises","15","12","s","s","s"
"Hors ESS","Ensemble","ORGANISMES EXTRATERRITORIAUX","Ensemble","4 - Grandes entreprises","4","4","s","s","s"
"Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","71017","64994","99773","87961","2534332190"
"Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","5537","3155","101252","91574","2840846572"
"Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","3 - Moyennes entreprises","1659","994","181496","165674","5393213408"
"Hors ESS","Ensemble","SANTE HUMAINE (QA)","Ensemble","4 - Grandes entreprises","922","667","1039043","960673","33102528879"
"Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","1 - Micro entreprise","214647","180733","469581","441269","12599332301"
"Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","2 - Petites entreprises","41552","24637","817875","760551","24383406288"
"Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","3 - Moyennes entreprises","12011","6843","1167426","1101067","37633258511"
"Hors ESS","Ensemble","SERVICES DIVERS","Ensemble","4 - Grandes entreprises","2691","1774","1982312","1885158","66185082860"
"Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1 - Micro entreprise","291187","251216","564509","553678","20041421015"
"Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2 - Petites entreprises","35715","25851","651789","592047","24320097442"
"Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3 - Moyennes entreprises","7175","4137","641815","578299","24555876527"
"Hors ESS","Ensemble","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4 - Grandes entreprises","1435","668","674559","604000","27870147579"
"Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","1 - Micro entreprise","12880","11259","24664","25221","632958955"
"Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","2 - Petites entreprises","1575","1177","24820","22428","693133298"
"Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","3 - Moyennes entreprises","127","107","s","s","s"
"Hors ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Ensemble","4 - Grandes entreprises","11","8","s","s","s"
"ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Toutes entreprises","966","148","s","s","s"
"ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Toutes entreprises","670","270","13492","11725","364045014"
"ESS","Ensemble","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Toutes entreprises","1148","186","s","s","s"
"ESS","Ensemble","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Toutes entreprises","4069","2622","42387","36190","888877742"
"ESS","Ensemble","ACTION SOCIALE (QB)","Action sociale NCA","Toutes entreprises","9006","5565","139121","117479","3281358189"
"ESS","Ensemble","ACTION SOCIALE (QB)","Aide a domicile","Toutes entreprises","4382","3581","157396","119638","2716092520"
"ESS","Ensemble","ACTION SOCIALE (QB)","Aide par le travail","Toutes entreprises","2050","433","151308","134598","2287425311"
"ESS","Ensemble","ACTION SOCIALE (QB)","Hebergement medico-social et social","Toutes entreprises","11268","3193","405635","357148","10217314178"
"ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Toutes entreprises","332","61","6614","6615","340762611"
"ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Toutes entreprises","13896","1573","165194","163919","8040675700"
"ESS","Ensemble","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Toutes entreprises","4641","513","82575","78370","3561454118"
"ESS","Ensemble","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","Toutes entreprises","19485","18362","20151","24806","902205864"
"ESS","Ensemble","ARTS SPECTACLES (RZ1)","Création artistique","Toutes entreprises","772","746","s","s","s"
"ESS","Ensemble","ARTS SPECTACLES (RZ1)","Gestion des spectacles","Toutes entreprises","723","634","5309","4806","142913540"
"ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","Toutes entreprises","723","535","15663","14665","449032623"
"ESS","Ensemble","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","Toutes entreprises","823","699","12411","12198","417923879"
"ESS","Ensemble","ENSEIGNEMENT (PZ)","Autres enseignements","Toutes entreprises","3076","2690","24084","20068","693286745"
"ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement culturel","Toutes entreprises","2660","2562","s","s","s"
"ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","Toutes entreprises","1947","1865","s","s","s"
"ESS","Ensemble","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Toutes entreprises","9138","6454","250824","220002","7738746881"
"ESS","Ensemble","ENSEIGNEMENT (PZ)","Formation d adultes","Toutes entreprises","3567","2335","32359","28364","963869566"
"ESS","Ensemble","SPORTS ET LOISIRS (RZ2)","Loisirs","Toutes entreprises","3045","2702","16574","14392","364911375"
